D,I,entanglement_class,idx,is_ppt,log_negativity,min_pt_eig,pt_negativity,separable_if_low_dim
0.22479893596728945,0.22479893596994627,npt_entangled,18,0,0.05775738668057962,-0.020423273598376476,0.020423273598376476,False
0.5148992962431391,0.5148978841793499,npt_entangled,19,0,0.23123705208101988,-0.08692051929171404,0.08692051929171404,False
0.23450144406221496,0.23450144406215412,npt_entangled,20,0,0.0037451647555991757,-0.0012996613939263396,0.0012996613939263396,False
0.24856083779147764,0.2485608377926678,npt_entangled,21,0,0.1683119583327818,-0.06187143354863689,0.06187143354863689,False
0.14794580540357452,0.14794578889858423,npt_entangled,22,0,0.045135386621566596,-0.0158899999696384,0.0158899999696384,False
0.364641263125859,0.3646412625343767,npt_entangled,23,0,0.26818576240145686,-0.10214621838377966,0.10214621838377966,False
0.25019670374133574,0.2501967037405237,npt_entangled,24,0,0.1287803219410149,-0.046684479181127725,0.046684479181127725,False
0.24835508555725605,0.24835508555512087,npt_entangled,25,0,0.09571104274944603,-0.03429597079942313,0.03429597079942313,False
0.29898926662043257,0.29898926662565406,npt_entangled,26,0,0.13972117494360742,-0.05084608738848246,0.05084608738848246,False
0.14705815648370454,0.14705815648303822,separable,27,1,0.0,0.0028286925707314507,0.0,True
0.12445852032846874,0.1244585203296309,npt_entangled,28,0,0.042183936726860036,-0.014835676622562008,0.014835676622562008,False
0.14454818573446515,0.14454818573445927,separable,29,1,0.0,0.006144254037618881,0.0,True
0.21681173779669544,0.21681173781105212,separable,30,1,0.0,0.009034679635031849,0.0,True
0.19586233660310468,0.19586233660258834,npt_entangled,31,0,0.05297240169331021,-0.018700045617615117,0.018700045617615117,False
0.3303582419355364,0.3303582419422796,npt_entangled,32,0,0.2091031423693409,-0.07798467356756691,0.07798467356756691,False
0.2478305217626322,0.24783052171512776,npt_entangled,33,0,0.09760188692562957,-0.034996695992520865,0.034996695992520865,False
0.22647703047399634,0.22647703047401657,npt_entangled,34,0,0.13944878729668475,-0.05074209485941545,0.05074209485941545,False
0.11176524209805992,0.1117652420980706,npt_entangled,35,0,0.03323979880977226,-0.011653772776110842,0.011653772776110842,False
0.18687734362764552,0.18687734362773922,npt_entangled,36,0,0.03621573419126829,-0.01271028162437819,0.01271028162437819,False
0.30279070639801753,0.3027907064078974,npt_entangled,37,0,0.22554232530980073,-0.08460834383931601,0.08460834383931601,False
0.3058184866494912,0.3058184856744469,npt_entangled,38,0,0.2230424245945064,-0.08359621217195634,0.08359621217195634,False
0.22074372835988113,0.22074372836072187,npt_entangled,39,0,0.0191588419683064,-0.006684233379694894,0.006684233379694894,False
0.25694092531398444,0.25694090635399713,npt_entangled,40,0,0.1949557823251033,-0.07234453803862088,0.07234453803862088,False
0.3135775251706307,0.3135775251594821,npt_entangled,41,0,0.19934718665666795,-0.0740893457399247,0.0740893457399247,False
0.1916685416726262,0.191668541672665,npt_entangled,42,0,0.018987757094667837,-0.006624150780204301,0.006624150780204301,False
0.2513095614251758,0.25130956142500926,npt_entangled,43,0,0.1620304769724433,-0.059430368374957,0.059430368374957,False
0.38168621611394316,0.38168621611371434,npt_entangled,44,0,0.30729402234638764,-0.11869231646040461,0.11869231646040461,False
0.23237750477144778,0.2323775048003427,npt_entangled,45,0,0.10800536594536791,-0.03886857678045154,0.03886857678045154,False
0.27757702082884744,0.27757702086619884,npt_entangled,46,0,0.13653443201248439,-0.04963067629250451,0.04963067629250451,False
0.21072983621336527,0.21072983622359254,npt_entangled,47,0,0.14269480605723903,-0.051982642436518164,0.051982642436518164,False
0.24054937159890594,0.24054937165935397,npt_entangled,48,0,0.008366522223462663,-0.002908039692492371,0.002908039692492371,False
0.2935505387811562,0.29355053887865246,npt_entangled,49,0,0.07363543478630688,-0.02618259560583262,0.02618259560583262,False
0.24646278193594798,0.2464627818829953,npt_entangled,50,0,0.0676205978609255,-0.023993419049989074,0.023993419049989074,False
0.29378674741347205,0.29378674741419497,npt_entangled,51,0,0.25509779725544013,-0.09670831974395497,0.09670831974395497,False
0.18325524928321824,0.18325517762683163,npt_entangled,52,0,0.0018648045555410275,-0.000646709883372568,0.000646709883372568,False
0.1877446893541515,0.1877446893547563,npt_entangled,53,0,0.008213392224738596,-0.002854663047783109,0.002854663047783109,False
0.1746531195408981,0.17465300034791187,npt_entangled,54,0,0.04115501933513137,-0.014468631256475871,0.014468631256475871,False
0.3267296254428438,0.3267295822736276,npt_entangled,55,0,0.20183383070123023,-0.07507970530606366,0.07507970530606366,False
0.1844951604438343,0.1844951604439493,npt_entangled,56,0,0.06216295192307084,-0.022014921792235118,0.022014921792235118,False
0.18120100278455067,0.1812010027844464,npt_entangled,57,0,0.09641917403518749,-0.034558288581184884,0.034558288581184884,False
0.19997792025379513,0.19997792025383598,npt_entangled,58,0,0.10656824732586608,-0.038332058348697844,0.038332058348697844,False
0.2133078321814565,0.21330783218850913,npt_entangled,59,0,0.0982108736467616,-0.03522257509262203,0.03522257509262203,False
0.14130372213635758,0.14130372207508257,npt_entangled,60,0,0.028405843496404085,-0.009942272815070444,0.009942272815070444,False
0.1696186857448309,0.1696186857448294,separable,61,1,0.0,0.0029847767746228556,0.0,True
0.15721445577069246,0.15721445577069648,npt_entangled,62,0,0.039984896196592574,-0.014051531612773381,0.014051531612773381,False
0.17163396817285603,0.17163386476716058,npt_entangled,63,0,0.07483129685657817,-0.026618933608161706,0.026618933608161706,False
0.2809209078800857,0.2809209078975228,npt_entangled,64,0,0.20980939872101284,-0.07826768922087626,0.07826768922087626,False
0.2626380018104977,0.2626380018141542,npt_entangled,65,0,0.05614536301635096,-0.019842093180365672,0.019842093180365672,False
0.32330334783874287,0.32330334547520634,npt_entangled,66,0,0.24656404553246858,-0.09318912149197203,0.09318912149197203,False
0.17569741456982638,0.17569741457596277,npt_entangled,67,0,0.018904826476540133,-0.006595029278259546,0.006595029278259546,False
0.2437180625769405,0.24371777726416244,npt_entangled,68,0,0.07460509196185848,-0.02653636976851304,0.02653636976851304,False
0.3385962782064752,0.33859627838043627,npt_entangled,69,0,0.2816216506893378,-0.10778022925580857,0.10778022925580857,False
0.36441626572123653,0.36441626572359165,npt_entangled,70,0,0.33054615845373053,-0.12874466494393405,0.12874466494393405,False
0.33990442077433136,0.3399043549019478,npt_entangled,71,0,0.14491763635289187,-0.052833764407843105,0.052833764407843105,False
0.32634898225160125,0.32634898225931175,npt_entangled,72,0,0.23618683105913704,-0.0889376581234064,0.0889376581234064,False
0.17961300139315878,0.17961300139317615,npt_entangled,73,0,0.07284337910628073,-0.02589379477257521,0.02589379477257521,False
0.29989660285181685,0.29989588803759215,npt_entangled,74,0,0.1529449656520778,-0.05591837178980786,0.05591837178980786,False
0.14159096608181745,0.1415909660818193,separable,75,1,0.0,0.01497561258177481,0.0,True
0.17538213724692778,0.17538213724695983,separable,76,1,0.0,0.011939774442493407,0.0,True
0.18425661357220957,0.18425661357361944,npt_entangled,77,0,0.02277581145096444,-0.007956131184917985,0.007956131184917985,False
0.3315303203871564,0.3315280388151902,npt_entangled,78,0,0.2349282608646578,-0.08842410803449856,0.08842410803449856,False
0.3100542866016908,0.31005428660156975,npt_entangled,79,0,0.09311439198812674,-0.033335177143748486,0.033335177143748486,False
